id,name,stars,school,height,weight,year,position,hometown,state,country
4833591,Ky Woods,0,Texas,69,175,2,RB,League City,TX,USA
4837473,Jake Pope,4,Alabama,73,205,2,DB,Buford,GA,USA
4868340,Joey Klunder,0,Michigan,75,275,3,DE,Grosse Pointe,MI,USA
4868898,Jalen Klemm,3,Washington,78,285,2,OL,Mars,PA,USA
4868929,Will Stone,3,Texas,72,195,3,PK,Austin,TX,USA
4869534,Amari Niblack,4,Alabama,76,245,3,TE,Saint Petersburg,FL,USA
4869584,Alessandro Lorenzetti,3,Michigan,77,285,3,DL,Montreal,PQ,Canada
4869965,Kobe Prentice,4,Alabama,70,188,3,WR,Calera,AL,USA
4870593,Tausili Akana,4,Texas,76,220,1,LB,Laie,HI,USA
4870595,Olaus Alinen,4,Alabama,78,335,1,OL,Pori,,Finland
4870609,CJ Baxter,5,Texas,73,220,2,RB,Orlando,FL,USA
4870641,Semaj Bridgeman,4,Michigan,74,223,1,LB,Philadelphia,PA,USA
4870656,Johntay Cook II,5,Texas,72,185,2,WR,Desoto,TX,USA
4870689,Sawyer Deerman,3,Alabama,70,185,1,WR,Northport,AL,USA
4870699,Karmello English,4,Michigan,71,190,1,WR,Phenix City,AL,USA
4870704,Enow Etta,4,Michigan,77,308,2,DL,Keller,TX,USA
4870706,Caleb Downs,5,Alabama,72,205,2,S,Hoschton,GA,USA
4870717,Nathan Efobi,4,Michigan,75,307,2,OL,Cumming,GA,USA
4870758,Anthony James,3,Washington,77,272,1,DE,Lavon,TX,USA
4870760,Justice Haynes,5,Alabama,71,210,2,RB,Buford,GA,USA
4870775,Amir Herring,4,Michigan,75,300,1,OL,Southfield,MI,USA
4870776,Jalen Hale,5,Alabama,73,188,2,WR,Longview,TX,USA
4870778,Edric Hill,4,Alabama,75,275,1,DL,Kansas City,MO,USA
4870796,Jahlil Hurley,5,Alabama,74,185,1,DB,Florence,AL,USA
4870805,Anthony Hill Jr.,5,Texas,75,235,2,LB,Denton,TX,USA
4870819,Eli Holstein,4,Alabama,76,225,1,QB,Zachary,LA,USA
4870856,Tony Mitchell,3,Alabama,74,205,1,DB,Alabaster,AL,USA
4870860,DeAndre Moore Jr.,4,Texas,72,195,2,WR,Anaheim,CA,USA
4870862,Liona Lefau,4,Texas,73,225,2,LB,Laie,HI,USA
4870870,Ty Lockwood,4,Alabama,77,239,1,TE,Thompsons Station,TN,USA
4870878,Hunter Osborne,4,Alabama,76,298,1,DL,Trussville,AL,USA
4870879,Keon Keeley,5,Alabama,77,277,1,LB,Tampa,FL,USA
4870881,Payton Kirkland,3,Texas,78,350,1,G,Orlando,FL,USA
4870899,Miles McVay,4,Alabama,78,342,1,OL,East Saint Louis,IL,USA
4870900,Dylan Lonergan,4,Alabama,74,214,1,QB,Snellville,GA,USA
4870905,Caleb Presley,4,Washington,72,177,1,CB,Federal Way,WA,USA
4870906,Arch Manning,5,Texas,76,225,1,QB,New Orleans,LA,USA
4870908,Sydir Mitchell,4,Texas,78,350,1,DL,Paterson,NJ,USA
4870915,Curley Reed III,4,Washington,73,191,1,CB,Iowa,LA,USA
4870953,Malik Muhammad,5,Texas,72,190,2,DB,Desoto,TX,USA
4870964,William Randle,3,Texas,76,240,1,TE,New Orleans,LA,USA
4870969,James Smith,5,Alabama,75,296,2,DL,Montgomery,AL,USA
4870970,Yhonzae Pierre,5,Alabama,75,239,1,LB,Eufaula,AL,USA
4870975,Jordan Renaud,5,Alabama,76,268,1,DL,Sarasota,FL,USA
4870976,Kadyn Proctor,5,Alabama,79,369,2,OL,Des Moines,IA,USA
4871044,Derek Williams Jr.,5,Texas,74,195,2,DB,New Iberia,LA,USA
4871068,Rashid Williams,4,Washington,73,181,1,WR,Brentwood,CA,USA
4871076,Quintrevion Wisner,3,Texas,72,200,2,RB,Glenn Heights,TX,USA
4871081,Richard Young,5,Alabama,71,216,1,RB,Lehigh Acres,FL,USA
4873232,Mason Graham,4,Michigan,75,320,3,DL,Anaheim,CA,USA
4875340,Davon Banks,0,Washington,71,184,3,CB,San Jacinto,CA,USA
4875341,Camden Sirmon,0,Washington,72,196,3,WR,Missoula,MT,USA
4875346,Mason Wheeler,2,Washington,69,173,3,WR,Vancouver,WA,USA
4875348,Milton Hopkins Jr.,0,Washington,76,232,3,EDGE,Seattle,WA,USA
4875350,Quentin Moore,3,Washington,76,257,4,TE,Kenmore,WA,USA
4875351,Griffin Waiss,0,Washington,77,245,3,TE,San Jose,CA,USA
4875813,Hayden Neighbors,0,Alabama,75,185,3,WR,Huntsville,AL,USA
4876132,Josh Cuevas,0,Washington,75,251,3,TE,Los Angeles,CA,USA
4878504,Robert Sweeney,0,Texas,77,300,2,OL,Dallas,TX,USA
4878681,Davis Warren,0,Michigan,74,195,4,QB,Los Angeles,CA,USA
4878682,Jesse Madden,0,Michigan,73,180,3,DB,Oakland,CA,USA
4878686,Peyton O'Leary,0,Michigan,75,203,4,WR,Byfield,MA,USA
4878687,Joe Taylor,0,Michigan,70,190,4,WR,Chelsea,MI,USA
4878688,Christian Boivin,0,Michigan,72,225,4,LB,Traverse City,MI,USA
4878690,Trevor Andrews,0,Michigan,73,224,3,LB,Brentwood,TN,USA
4878691,Noah Howes,0,Michigan,76,240,4,TE,Rochester,MI,USA
4878694,Peter Simmons,0,Michigan,73,285,4,DL,Bonita Springs,FL,USA
4878695,Max Bredeson,0,Michigan,74,240,4,TE,Hartland,WI,USA
4880041,Kneeland Hibbett,0,Alabama,74,240,4,LS,Florence,AL,USA
4880045,Graham Roten,0,Alabama,75,285,4,OL,Fairview,TN,USA
4880046,Adam Thorsland,0,Alabama,77,232,4,TE,Walhalla,SC,USA
4880048,James Burnip,0,Alabama,78,236,4,P,Mount Macedon,VIC,Australia
4880051,Reid Schuback,0,Alabama,72,185,4,PK,Poway,CA,USA
4880346,Michael Taaffe,0,Texas,72,195,3,DB,Austin,TX,USA
4880347,Bert Auburn,0,Texas,72,185,4,PK,Flower Mound,TX,USA
4880348,Thatcher Milton,0,Texas,70,185,4,WR,Cypress,TX,USA
4880349,Marshall Landwehr,0,Texas,72,225,4,LB,Dallas,TX,USA
4880350,Christian Rizzi,0,Texas,71,215,4,S,Metairie,LA,USA
4880856,Alex Froelich,0,Washington,74,213,2,LS,South Pasadena,CA,USA
4880858,Jake Jennings,0,Washington,76,229,3,EDGE,Gig Harbor,WA,USA
4881430,Kade Wehby,0,Alabama,69,185,4,LS,Plantation,FL,USA
4888707,Danny Lewis Jr.,3,Alabama,77,257,2,TE,New Iberia,LA,USA
4889929,Quinn Ewers,5,Texas,74,210,3,QB,Southlake,TX,USA
4890418,Teddy Purcell,0,Washington,73,186,3,QB,Atherton,CA,USA
4890419,Jack McCallister,0,Washington,72,205,3,P,Edmonds,WA,USA
4890430,Antonio Hill,0,Washington,71,188,4,CB,Bellevue,WA,USA
4894654,Kenneth Grant,3,Michigan,75,339,3,DL,Merrillville,IN,USA
4896353,Jimmy Rolder,4,Michigan,74,240,3,LB,Orland Park,IL,USA
4896390,Brandon Mann,0,Michigan,75,245,3,TE,Franklin,MI,USA
4899352,Deakon Tonielli,4,Michigan,77,238,2,TE,Oswego,IL,USA
4899366,Semaj Morgan,3,Michigan,70,174,2,WR,West Bloomfield,MI,USA
4899367,Ryan Niblett,4,Texas,70,185,1,WR,Houston,TX,USA
4899376,Jaydon Chatman,4,Texas,76,300,1,OL,Harker Heights,TX,USA
4899475,Wilkin Formby,4,Alabama,79,324,1,OL,Tuscaloosa,AL,USA
4899478,Derion Gullette,4,Texas,75,235,1,LB,Marlin,TX,USA
4899479,Evan Link,4,Michigan,78,328,2,OL,Burke,VA,USA
4900374,Isaiah Hastings,0,Alabama,76,294,2,DL,Toronto,ON,Canada
4905609,Fredrick Moore,3,Michigan,73,181,2,WR,Saint Louis,MO,USA
4907672,Adam Samaha,3,Michigan,71,195,2,PK,Ypsilanti,MI,USA
4908867,Ethan Burke,4,Texas,78,260,3,LB,Austin,TX,USA
4910827,Evan Boutorwick,0,Michigan,75,230,3,LS,Sterling Heights,MI,USA
4910844,Grady Gross,0,Washington,71,218,3,PK,Scottsdale,AZ,USA
4911869,Lance St. Louis,3,Texas,72,220,3,S,Gilbert,AZ,USA
4912156,Andrew Gentry,4,Michigan,79,327,3,OL,Littleton,CO,USA
4916379,Jayvon Parker,3,Washington,75,297,3,DL,Detroit,MI,USA
4916380,Armon Parker,0,Washington,75,312,2,DL,Detroit,MI,USA
4917046,Jay Green,3,Washington,75,208,3,S,Houston,TX,USA
4917371,Alex Rozier,0,Alabama,76,220,3,LS,Hattiesburg,MS,USA
4917858,Cole Cabana,4,Michigan,72,204,2,RB,Dexter,MI,USA
4917985,Connor Stroh,3,Texas,79,350,1,OL,Frisco,TX,USA
4918101,S'Maje Burrell,4,Texas,72,219,1,LB,Fort Worth,TX,USA
4918121,Cole Adams,4,Alabama,70,181,1,WR,Owasso,OK,USA
4918129,Colton Vasek,4,Texas,77,260,1,LB,Austin,TX,USA
4918430,Trevor Goosby,5,Texas,79,315,1,OL,Melissa,TX,USA
4918431,Breeon Ishmail,3,Michigan,75,260,2,DE,Hamilton,OH,USA
4918439,Elinneus Davis,3,Washington,74,309,1,DL,Moorhead,MN,USA
4918449,Jyaire Hill,4,Michigan,74,185,2,DB,Kankakee,IL,USA
4919036,Andre Cojoe,3,Texas,78,340,1,OL,Grand Prairie,TX,USA
4921240,Brooks Bahr,3,Michigan,77,319,2,DL,Lake Forest,IL,USA
4921273,Billy Walton III,3,Texas,75,225,1,DE,Grand Prairie,TX,USA
4921318,Spencer Shannon,3,Texas,79,255,1,TE,San Clemente,CA,USA
4921406,Landen Hatchett,4,Washington,74,310,2,OL,Ferndale,WA,USA
4921520,Tybo Rogers,3,Washington,71,185,1,RB,Bakersfield,CA,USA
4922989,Jelani McDonald,4,Texas,74,205,2,DB,Waco,TX,USA
4923036,Cameron Brandt,3,Michigan,76,265,2,DE,Chatsworth,CA,USA
4923048,Deven Bryant,3,Washington,71,234,1,LB,Carson,CA,USA
4923052,Cameron Calhoun,4,Michigan,72,177,1,CB,Cincinnati,OH,USA
4923287,Elishah Jackett,4,Washington,79,271,1,OL,Orange,CA,USA
4940235,Taeshaun Lyons,4,Washington,73,177,1,WR,Hayward,CA,USA
4950398,Warren Roberson,4,Texas,72,190,1,DB,Red Oak,TX,USA
4954503,Jordan Whitney,3,Washington,72,216,1,LB,Oxnard,CA,USA
4988081,Vincent Holmes,4,Washington,72,187,1,S,San Jacinto,CA,USA
5008017,Benjamin Hall,3,Michigan,71,235,2,RB,Acworth,GA,USA
5017177,Keith Reynolds,3,Washington,69,180,1,WR,Adelanto,CA,USA
5077303,Jacob Lane,3,Washington,77,255,2,EDGE,Puyallup,WA,USA
5077503,Hayden Moore,3,Michigan,74,222,1,LB,Parker,CO,USA
5077638,Bray Hubbard,4,Alabama,74,204,2,DB,Ocean Springs,MS,USA
5077669,Diesel Gordon,3,Washington,72,164,1,S,Arlington,TX,USA
5077875,Zachary Henning,3,Washington,77,299,1,OL,Centennial,CO,USA
5078347,Soane Faasolo,3,Washington,80,295,1,OL,East Palo Alto,CA,USA
5078420,Leroy Bryant,3,Washington,71,180,1,CB,Fairfield,CA,USA
5079508,Austin Mack,4,Washington,78,236,1,QB,Folsom,CA,USA
5079656,Dezz Ricks,5,Alabama,73,195,1,DB,Norfolk,VA,USA
5080694,Jax Porter,0,Alabama,78,232,2,TE,Dallas,TX,USA
5080968,Aymeric Koumba,3,Michigan,77,260,2,DE,Bordeaux,,France
5081854,Conor Talty,3,Alabama,73,198,1,PK,Chicago,IL,USA
5081965,Joe Tatum,0,Texas,71,185,3,QB,Los Angeles,CA,USA
5081966,Colin Page,0,Texas,72,210,3,RB,Austin,TX,USA
5081967,Carson Marshall,0,Texas,72,185,3,DB,Katy,TX,USA
5081969,Quinn Merritt,0,Texas,73,190,3,WR,Los Gatos,CA,USA
5081970,Graham Gillespie,0,Texas,72,200,3,DB,Cypress,TX,USA
5081971,Remy Patson,0,Texas,69,170,3,WR,Austin,TX,USA
5081972,Hamilton McMartin,0,Texas,72,175,3,WR,Katy,TX,USA
5081973,Ben Armstrong,0,Texas,75,285,3,DL,Leander,TX,USA
5081975,Charles Feris,0,Texas,74,205,3,PK,Houston,TX,USA
5081976,Michael Flanagan,0,Texas,74,225,3,LB,Frisco,TX,USA
5081977,DJ Campbell,5,Texas,75,330,3,OL,Arlington,TX,USA
5081978,Rick McBroom,0,Texas,74,290,3,OL,Fort Worth,TX,USA
5081980,Gus Asel,0,Texas,73,226,4,TE,Frisco,TX,USA
5081981,Reece Beauchamp,0,Texas,74,190,3,WR,Austin,TX,USA
5082260,Coby McNeal,0,Alabama,77,250,3,TE,Dothan,AL,USA
5082670,Jakson Berman,0,Washington,71,190,2,CB,San Jose,CA,USA
5082671,Tristan Warner,0,Washington,73,206,2,S,Tacoma,WA,USA
5082672,Anay Nagarajan,0,Washington,71,190,3,CB,San Jose,CA,USA
5082673,Austin Harnetiaux,0,Washington,75,232,2,LB,Seattle,WA,USA
5082675,Griffin Miller,0,Washington,74,227,2,LB,Sammamish,WA,USA
5082676,Jake Parnagian,0,Washington,70,204,2,WR,Clovis,CA,USA
5082677,Jackson Girouard,0,Washington,72,193,3,WR,Redwood City,CA,USA
5082678,John Frazier,0,Washington,78,244,2,TE,Mountain View,CA,USA
5084987,Kahlee Tafai,3,Washington,77,338,1,OL,Los Angeles,CA,USA
5085243,Hudson Hollenbeck,0,Michigan,74,206,3,PK,Collierville,TN,USA
5085885,Braydon Bruener,0,Washington,72,194,1,LB,Redmond,WA,USA
5086014,Joshua Nichols,0,Michigan,70,205,3,DB,Detroit,MI,USA
5086016,Nico Andrighetto,0,Michigan,69,190,3,DB,Mountain View,CA,USA
5086017,Logan Forbes,0,Michigan,74,195,3,WR,Clarkston,MI,USA
5086018,Bryce Wilcox,0,Michigan,71,191,3,DB,Sharpsburg,GA,USA
5086019,Joel Metzger,0,Michigan,73,230,4,LB,Battle Creek,MI,USA
5086021,Henry Donohue,0,Michigan,71,215,4,RB,Bronxville,NY,USA
5086022,James Kavouklis,0,Michigan,73,284,3,OL,Tampa,FL,USA
5086026,Chibi Anwunah,0,Michigan,77,278,3,DE,Canton,MI,USA
5088628,Zack Marshall,3,Michigan,76,235,2,TE,Solana Beach,CA,USA
5089445,JD Baird,0,Alabama,68,190,3,LB,Tuscaloosa,AL,USA
5089446,Upton Bellenfant,0,Alabama,74,175,2,PK,Brentwood,TN,USA
5089447,Prince Butler,0,Alabama,73,200,3,DB,Alexandria,VA,USA
5089448,Zarian Courtney,0,Alabama,74,183,4,WR,Arlington,TX,USA
5089450,Peyton Fox,0,Alabama,76,225,3,TE,Pelham,AL,USA
5089452,Wilder Hines,0,Alabama,74,240,2,OL,Birmingham,AL,USA
5089453,Miles Kitselman,0,Alabama,77,256,4,TE,Lyndon,KS,USA
5089454,Jay Loper Jr.,0,Alabama,71,180,3,WR,Daphne,AL,USA
5089455,Michael Lorino III,0,Alabama,72,185,3,RB,Birmingham,AL,USA
5089456,Caleb McDougle,0,Alabama,71,207,4,DB,Muscle Shoals,AL,USA
5089458,Vito Perri,0,Alabama,72,205,2,LB,Alpharetta,GA,USA
5089459,Ty Roper,0,Alabama,68,189,2,DB,Foley,AL,USA
5089461,Nick Serpa,0,Alabama,76,215,4,P,Foothill Ranch,CA,USA
5089462,Jack Standeffer,0,Alabama,70,160,2,WR,Tuscaloosa,AL,USA
5091783,Jason Hewlett,3,Michigan,74,227,2,LB,Youngstown,OH,USA
5092246,Cordell Jones-McNally,0,Michigan,68,175,1,PK,Marcellus,MI,USA
5092262,DJ Waller Jr.,3,Michigan,75,202,2,DB,Youngstown,OH,USA
5093292,Cade Carruth,0,Alabama,73,195,3,QB,Trussville,AL,USA
5095358,Caleb Johnston,0,Washington,71,221,2,LS,Ripon,CA,USA
5095359,Camdyn Stiegeler,0,Washington,73,203,1,QB,Oregon City,OR,USA
5098809,Winston Smith,0,Texas,73,202,2,LB,Houston,TX,USA
5100330,MJ Chirgwin,0,Alabama,72,195,3,WR,Huntington Beach,CA,USA
5100332,Alijah May,0,Alabama,71,195,4,DB,Pinson,AL,USA
5100334,Peyton Yates,0,Alabama,70,180,3,DB,Eads,TN,USA
5103804,Brandyn Hillman,4,Michigan,72,200,2,DB,Portsmouth,VA,USA
5104212,Jaren Hamilton,4,Alabama,73,195,1,WR,Gainesville,FL,USA
5108220,Kendrick Bell,3,Michigan,74,191,2,WR,Kansas City,MO,USA
5121433,Zach Durfee,0,Washington,77,256,4,EDGE,Dawson,MN,USA
5122374,Owen Coutts,0,Washington,76,230,3,TE,Seattle,WA,USA
5150247,Malik Benson,4,Alabama,73,195,4,WR,Lansing,KS,USA
5150249,Justin Jefferson,4,Alabama,73,228,4,LB,Memphis,TN,USA
5150250,Roq Montgomery,4,Alabama,75,337,1,OL,Anniston,AL,USA
5150251,Qua Russaw,5,Alabama,74,251,1,LB,Montgomery,AL,USA
5150770,JaFaar Johnson Jr.,0,Texas,71,186,2,DB,Bastrop,TX,USA
5150771,Tate Haver,0,Texas,72,215,2,S,Westlake Village,CA,USA
5150773,Rett Andersen,0,Texas,71,190,2,WR,San Antonio,TX,USA
5150775,Bryce Chambers,0,Texas,73,205,2,WR,Austin,TX,USA
5150776,Ty Boatright,0,Texas,72,175,2,WR,Kingwood,TX,USA
5150777,Ian Ratliff,0,Texas,71,185,2,P,Humble,TX,USA
5150778,Brooks Kieschnick Jr.,0,Texas,75,270,2,OL,San Antonio,TX,USA
5150779,Brady Sarkisian,0,Texas,73,230,2,LB,Newport Beach,CA,USA
5150780,Reed Malphurs,0,Texas,78,208,1,PK,Dallas,TX,USA
5151880,Thaddeus Dixon,3,Washington,73,186,4,CB,Los Angeles,CA,USA
5151881,Alex Johnson,0,Washington,78,214,3,QB,Seattle,WA,USA
5151882,Ryder Bumgarner,0,Washington,69,195,1,RB,Stanwood,WA,USA
5151883,Luke Luchini,0,Washington,73,195,1,WR,Meridian,ID,USA
5151884,Logan Lisherness,0,Washington,74,230,1,LB,Puyallup,WA,USA
5151885,Parker Cross,0,Washington,74,284,1,OL,Seattle,WA,USA
5151886,Jacob Mason,0,Washington,74,245,1,DE,Ferndale,WA,USA
5151887,Roice Cleeland,0,Washington,74,297,1,OL,Vancouver,WA,USA
5151888,Aidan Anderson,0,Washington,76,319,1,OL,Olympia,WA,USA
5151889,Habib Bello,0,Washington,74,310,1,DL,Bellingham,WA,USA
5151890,Troy Petz,0,Washington,73,193,2,P,Lynden,WA,USA
5156342,Jack Grusser,0,Michigan,72,175,1,QB,Franklin Lakes,NJ,USA
5156344,Micah Davis,0,Michigan,73,203,2,DB,Dexter,MI,USA
5156345,Grayson Dee,0,Michigan,73,235,2,LB,Pittsburgh,PA,USA
5156346,Jack MacKinnon,0,Michigan,76,250,2,LB,Sarasota,FL,USA
5156347,Liam Groulx,0,Michigan,72,225,2,LB,Charlotte,NC,USA
5156348,Bryson Kuzdzal,0,Michigan,71,198,2,RB,Ada,MI,USA
5156349,Jalen Hoffman,0,Michigan,75,235,2,TE,Burke,VA,USA
5156350,Cole Morgan,0,Michigan,76,275,2,OL,Princeton,NJ,USA
5156351,John Weidenbach,0,Michigan,72,215,2,LB,Naperville,IL,USA
5156352,Stone Anderson,0,Michigan,74,190,2,PK,Deerfield,MA,USA
5156353,Trey Pierce,0,Michigan,74,315,2,DL,Evergreen Park,IL,USA
5159905,Walter Sansing,0,Alabama,70,160,2,DB,Homewood,AL,USA
5159906,Kaleb Fleming,0,Alabama,73,205,3,WR,Macomb,MI,USA
5159907,Jake Ivie,0,Alabama,72,205,2,LB,Alabaster,AL,USA
5159908,JR Gardner,0,Alabama,71,185,2,RB,Gulf Shores,AL,USA
5159909,Tonio Ross,0,Alabama,74,180,1,DB,Alexandria,AL,USA
5159910,Kolby Peavy,0,Alabama,73,180,2,DB,Monroeville,AL,USA
5159911,Conner Warhurst,0,Alabama,74,190,2,DB,Russellville,AL,USA
5159912,Brock O'Quinn,0,Alabama,73,210,1,LS,Southlake,TX,USA
5159913,Noland Asberry,0,Alabama,73,190,3,LB,Mobile,AL,USA
5159914,Braylon Chatman,0,Alabama,72,200,2,LB,Trussville,AL,USA
5159915,Davis Peterson,0,Alabama,73,235,2,OL,Birmingham,AL,USA
5159916,Mac Smith,0,Alabama,75,270,2,OL,Birmingham,AL,USA
5159917,Baker Hickman,0,Alabama,75,315,2,OL,Tuscaloosa,AL,USA
5159918,Billy Roby,0,Alabama,71,245,2,OL,Huntsville,AL,USA
5159919,Lane Whisenhunt,0,Alabama,74,285,2,LB,Vestavia Hills,AL,USA
5159920,Reed Harradine,0,Alabama,75,185,1,PK,Birmingham,AL,USA